crop_name,crop_type,growth_stage,stage_duration,disease,pest,soil_type,climate,season,fertilizer
Rau tầm bóp,LeafyVegetable,Thu hoạch,30,Bệnh thối quả,Sâu đục quả,Đất tơi xốp,Ấm áp,Quanh năm,Phân NPK
Rau dớn,LeafyVegetable,Mọc mầm,12,Bệnh thối bẹ,Sâu ăn lá,Đất ẩm,Mát mẻ,Quanh năm,Phân Hữu cơ
Rau dớn,LeafyVegetable,Thu hoạch,30,Bệnh đốm lá,Rệp muội,Đất ẩm,Mát mẻ,Quanh năm,Phân đạm
Rau bò khai,LeafyVegetable,Mọc mầm,15,Bệnh thối rễ,Sâu ăn lá,Đất đồi núi,Ấm áp,Quanh năm,Phân Hữu cơ
Rau bò khai,LeafyVegetable,Thu hoạch,40,Bệnh đốm lá,Rệp sáp,Đất đồi núi,Ấm áp,Quanh năm,Phân đạm
Rau sắng,LeafyVegetable,Mọc mầm,20,Bệnh thối rễ,Sâu ăn lá,Đất đồi núi,Ấm áp,Quanh năm,Phân Hữu cơ
Rau sắng,LeafyVegetable,Thu hoạch,60,Bệnh đốm lá,Sâu đục thân,Đất đồi núi,Ấm áp,Quanh năm,Phân đạm
Củ hũ khóm,StemVegetable,Phát triển,90,Bệnh thối thâm,Rệp sáp,Đất phèn,Nóng ẩm,Quanh năm,Phân NPK
Củ hũ khóm,StemVegetable,Thu hoạch,30,Bệnh thối gốc,Tuyến trùng,Đất phèn,Nóng ẩm,Quanh năm,Phân Kali
Thì là dại,LeafyVegetable,Nảy mầm,7,Bệnh thối rễ,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Thì là dại,LeafyVegetable,Thu hoạch,20,Bệnh thối gốc,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Cà dĩa tím,FruitVegetable,Nảy mầm,8,Bệnh héo xanh,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Cà dĩa tím,FruitVegetable,Thu hoạch,35,Bệnh thối quả,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Cà pháo trắng,FruitVegetable,Nảy mầm,8,Bệnh héo xanh,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Cà pháo trắng,FruitVegetable,Thu hoạch,40,Bệnh thối quả,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Kali
Cà pháo xanh,FruitVegetable,Nảy mầm,8,Bệnh héo xanh,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Cà pháo xanh,FruitVegetable,Thu hoạch,40,Bệnh thối quả,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Kali
Mướp đắng rừng,FruitVegetable,Nảy mầm,6,Bệnh sương mai,Bọ trĩ,Đất tơi xốp,Ấm áp,Xuân Hè,Phân Hữu cơ
Mướp đắng rừng,FruitVegetable,Thu hoạch,30,Bệnh thán thư,Ruồi đục quả,Đất tơi xốp,Ấm áp,Xuân Hè,Phân Kali
Dưa chuột nếp,FruitVegetable,Nảy mầm,5,Bệnh phấn trắng,Bọ trĩ,Đất cát pha,Ấm áp,Xuân Hè,Phân Hữu cơ
Dưa chuột nếp,FruitVegetable,Thu hoạch,20,Bệnh phấn trắng,Sâu ăn lá,Đất cát pha,Ấm áp,Xuân Hè,Phân Kali
Dưa chuột bao tử,FruitVegetable,Nảy mầm,5,Bệnh phấn trắng,Bọ trĩ,Đất cát pha,Ấm áp,Xuân Hè,Phân Hữu cơ
Dưa chuột bao tử,FruitVegetable,Thu hoạch,15,Bệnh sương mai,Bọ trĩ,Đất cát pha,Ấm áp,Xuân Hè,Phân Kali
Củ cải xanh,RootVegetable,Nảy mầm,5,Bệnh thối nhũn,Bọ nhảy,Đất cát pha,Mát mẻ,Đông Xuân,Phân Hữu cơ
Củ cải xanh,RootVegetable,Thu hoạch,20,Bệnh thối củ,Tuyến trùng,Đất cát pha,Mát mẻ,Đông Xuân,Phân Kali
Củ cải khổng lồ,RootVegetable,Nảy mầm,6,Bệnh thối nhũn,Bọ nhảy,Đất cát pha,Mát mẻ,Đông Xuân,Phân Hữu cơ
Củ cải khổng lồ,RootVegetable,Thu hoạch,40,Bệnh thối củ,Tuyến trùng,Đất cát pha,Mát mẻ,Đông Xuân,Phân Kali
Hành tỏi băm,RootVegetable,Nảy mầm,8,Bệnh sương mai,Sâu hành,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Hành tỏi băm,RootVegetable,Thu hoạch,20,Bệnh thối củ,Bọ trĩ,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Kali
Củ gừng gió,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Củ gừng gió,RootVegetable,Thu hoạch,90,Bệnh héo xanh,Sâu đục thân,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Kali
Rau cải cúc đắng,LeafyVegetable,Nảy mầm,4,Bệnh thối bẹ,Sâu đo,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Rau cải cúc đắng,LeafyVegetable,Thu hoạch,15,Bệnh sương mai,Sâu xanh,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Rau đắng biển,LeafyVegetable,Nảy mầm,5,Bệnh thối rễ,Sâu ăn lá,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau đắng biển,LeafyVegetable,Thu hoạch,20,Bệnh đốm lá,Sâu khoang,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau má ngố,LeafyVegetable,Nảy mầm,10,Bệnh đốm lá,Sâu ăn lá,Đất ẩm,Ấm áp,Quanh năm,Phân Hữu cơ
Rau má ngố,LeafyVegetable,Thu hoạch,20,Bệnh lở cổ rễ,Nhện đỏ,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Thì là tây,LeafyVegetable,Nảy mầm,7,Bệnh thối rễ,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Thì là tây,LeafyVegetable,Thu hoạch,20,Bệnh thối gốc,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Hành boa rô,LeafyVegetable,Nảy mầm,10,Bệnh sương mai,Bọ trĩ,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Hành boa rô,LeafyVegetable,Phát triển thân,40,Bệnh cháy đầu lá,Sâu hành,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân NPK
Hành boa rô,LeafyVegetable,Thu hoạch,20,Bệnh thối bẹ,Bọ trĩ,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Kali
Củ riềng nếp,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Củ riềng nếp,RootVegetable,Thu hoạch,120,Bệnh đốm lá,Sâu đục thân,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Kali
Rau chùm ngây,LeafyVegetable,Nảy mầm,10,Bệnh thối rễ,Sâu ăn lá,Đất tơi xốp,Nóng ẩm,Quanh năm,Phân Hữu cơ
Rau chùm ngây,LeafyVegetable,Thu hoạch,30,Bệnh đốm lá,Rệp muội,Đất tơi xốp,Nóng ẩm,Quanh năm,Phân đạm
Rau sắn,LeafyVegetable,Mọc ngọn,10,Bệnh khảm lá,Rệp sáp,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Rau sắn,LeafyVegetable,Thu hoạch,20,Bệnh đốm lá,Sâu ăn lá,Đất cát pha,Nóng ẩm,Xuân Hè,Phân đạm
Húng quế Tây,LeafyVegetable,Nảy mầm,5,Bệnh cháy lá,Sâu khoang,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Húng quế Tây,LeafyVegetable,Phát triển cành lá,20,Bệnh đốm lá,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân đạm
Húng quế Tây,LeafyVegetable,Thu hoạch,15,Bệnh thối rễ,Rệp muội,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân đạm
Ngò tây,LeafyVegetable,Nảy mầm,8,Bệnh thối rễ,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Ngò tây,LeafyVegetable,Phát triển lá,25,Bệnh sương mai,Sâu ăn lá,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Ngò tây,LeafyVegetable,Thu hoạch,15,Bệnh thối gốc,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Cần tây nếp,LeafyVegetable,Nảy mầm,10,Bệnh cháy lá,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Cần tây nếp,LeafyVegetable,Phát triển thân lá,35,Bệnh thối bẹ,Sâu khoang,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân NPK
Cần tây nếp,LeafyVegetable,Thu hoạch,15,Bệnh cháy lá,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Cải xoong,LeafyVegetable,Nảy mầm,5,Bệnh thối bẹ,Bọ nhảy,Đất trũng,Mát mẻ,Đông Xuân,Phân đạm
Cải xoong,LeafyVegetable,Phát triển thân lá,20,Bệnh sương mai,Sâu ăn lá,Đất trũng,Mát mẻ,Đông Xuân,Phân đạm
Cải xoong,LeafyVegetable,Thu hoạch,15,Bệnh thối gốc,Sâu xanh,Đất trũng,Mát mẻ,Đông Xuân,Phân đạm
Cải làn,LeafyVegetable,Nảy mầm,7,Bệnh thối nhũn,Sâu tơ,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Cải làn,LeafyVegetable,Phát triển ngồng,30,Bệnh sương mai,Sâu xanh,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân NPK
Cải làn,LeafyVegetable,Thu hoạch,15,Bệnh thối bẹ,Bọ nhảy,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Cải ngồng,LeafyVegetable,Nảy mầm,6,Bệnh thối nhũn,Bọ nhảy,Đất phù sa,Mát mẻ,Đông Xuân,Phân Hữu cơ
Cải ngồng,LeafyVegetable,Phát triển ngồng,25,Bệnh sương mai,Sâu tơ,Đất phù sa,Mát mẻ,Đông Xuân,Phân NPK
Cải ngồng,LeafyVegetable,Thu hoạch,12,Bệnh thối bẹ,Sâu xanh,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Cải mơ,LeafyVegetable,Nảy mầm,4,Bệnh thối nhũn,Bọ nhảy,Đất phù sa,Mát mẻ,Đông Xuân,Phân Hữu cơ
Cải mơ,LeafyVegetable,Phát triển lá,18,Bệnh gỉ trắng,Sâu tơ,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Cải mơ,LeafyVegetable,Thu hoạch,10,Bệnh thối bẹ,Bọ nhảy,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Cải bẹ nhún,LeafyVegetable,Nảy mầm,4,Bệnh thối nhũn,Bọ nhảy,Đất phù sa,Mát mẻ,Đông Xuân,Phân Hữu cơ
Cải bẹ nhún,LeafyVegetable,Phát triển lá,20,Bệnh sương mai,Sâu tơ,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Cải bẹ nhún,LeafyVegetable,Thu hoạch,10,Bệnh thối bẹ,Bọ nhảy,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Cải bẹ dún,LeafyVegetable,Nảy mầm,4,Bệnh thối nhũn,Sâu xanh,Đất phù sa,Mát mẻ,Đông Xuân,Phân Hữu cơ
Cải bẹ dún,LeafyVegetable,Thu hoạch,20,Bệnh gỉ trắng,Bọ nhảy,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Rau muống hạt,LeafyVegetable,Nảy mầm,4,Bệnh thán thư,Sâu xanh,Đất phù sa,Nóng ẩm,Hè Thu,Phân đạm
Rau muống hạt,LeafyVegetable,Phát triển thân lá,16,Bệnh gỉ sắt,Bọ nhảy,Đất phù sa,Nóng ẩm,Hè Thu,Phân đạm
Rau muống hạt,LeafyVegetable,Thu hoạch,15,Bệnh thán thư,Sâu khoang,Đất phù sa,Nóng ẩm,Hè Thu,Phân đạm
Rau muống ngọn,LeafyVegetable,Nảy mầm,5,Bệnh thán thư,Sâu xanh,Đất trũng,Nóng ẩm,Quanh năm,Phân đạm
Rau muống ngọn,LeafyVegetable,Thu hoạch,20,Bệnh gỉ sắt,Bọ nhảy,Đất trũng,Nóng ẩm,Quanh năm,Phân đạm
Cà tím dài,FruitVegetable,Nảy mầm,8,Bệnh héo xanh,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Cà tím dài,FruitVegetable,Phát triển tán,30,Bệnh đốm lá,Rệp muội,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân NPK
Cà tím dài,FruitVegetable,Thu hoạch,45,Bệnh thối quả,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Kali
Cà tím tròn,FruitVegetable,Nảy mầm,8,Bệnh héo xanh,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Cà tím tròn,FruitVegetable,Thu hoạch,45,Bệnh thối quả,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Kali
Cà dĩa xanh,FruitVegetable,Nảy mầm,8,Bệnh héo xanh,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Cà dĩa xanh,FruitVegetable,Thu hoạch,35,Bệnh thối quả,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Ớt xiêm,FruitVegetable,Nảy mầm,8,Bệnh thán thư,Bọ trĩ,Đất đồi núi,Nóng ẩm,Quanh năm,Phân Hữu cơ
Ớt xiêm,FruitVegetable,Thu hoạch,60,Bệnh thán thư,Sâu đục quả,Đất đồi núi,Nóng ẩm,Quanh năm,Phân Kali
Ớt sừng,FruitVegetable,Nảy mầm,8,Bệnh thán thư,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Ớt sừng,FruitVegetable,Phát triển tán,25,Bệnh khảm lá,Rệp muội,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân NPK
Ớt sừng,FruitVegetable,Thu hoạch,45,Bệnh thán thư,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Kali
Ớt ngọt,FruitVegetable,Nảy mầm,10,Bệnh thán thư,Bọ trĩ,Đất tơi xốp,Ôn hòa,Quanh năm,Phân Hữu cơ
Ớt ngọt,FruitVegetable,Thu hoạch,45,Bệnh thán thư,Sâu đục quả,Đất tơi xốp,Ôn hòa,Quanh năm,Phân Kali
Đậu đũa đỏ,FruitVegetable,Nảy mầm,6,Bệnh thán thư,Rệp muội,Đất cát pha,Ấm áp,Xuân Hè,Phân Hữu cơ
Đậu đũa đỏ,FruitVegetable,Thu hoạch,30,Bệnh gỉ sắt,Sâu đục quả,Đất cát pha,Ấm áp,Xuân Hè,Phân Kali
Đậu ván trắng,FruitVegetable,Nảy mầm,8,Bệnh thán thư,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Đậu ván trắng,FruitVegetable,Thu hoạch,50,Bệnh gỉ sắt,Rệp muội,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Đậu ván tím,FruitVegetable,Nảy mầm,8,Bệnh thán thư,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Đậu ván tím,FruitVegetable,Thu hoạch,50,Bệnh gỉ sắt,Rệp muội,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Đậu bắp đỏ,FruitVegetable,Nảy mầm,5,Bệnh héo xanh,Bọ trĩ,Đất thịt nhẹ,Nóng ẩm,Hè Thu,Phân Hữu cơ
Đậu bắp đỏ,FruitVegetable,Thu hoạch,45,Bệnh thán thư,Sâu đục quả,Đất thịt nhẹ,Nóng ẩm,Hè Thu,Phân Kali
Đậu cúc,FruitVegetable,Nảy mầm,7,Bệnh gỉ sắt,Sâu đục quả,Đất cát pha,Ấm áp,Xuân Hè,Phân Hữu cơ
Đậu cúc,FruitVegetable,Thu hoạch,30,Bệnh thán thư,Rệp muội,Đất cát pha,Ấm áp,Xuân Hè,Phân Kali
Đậu ngự đỏ,FruitVegetable,Nảy mầm,10,Bệnh thán thư,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Đậu ngự đỏ,FruitVegetable,Thu hoạch,45,Bệnh gỉ sắt,Rệp muội,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Đậu đao,FruitVegetable,Nảy mầm,8,Bệnh thán thư,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Đậu đao,FruitVegetable,Thu hoạch,40,Bệnh gỉ sắt,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Bầu hồ lô,FruitVegetable,Nảy mầm,6,Bệnh sương mai,Bọ trĩ,Đất phù sa,Ấm áp,Xuân Hè,Phân Hữu cơ
Bầu hồ lô,FruitVegetable,Bò giàn,25,Bệnh phấn trắng,Sâu ăn lá,Đất phù sa,Ấm áp,Xuân Hè,Phân NPK
Bầu hồ lô,FruitVegetable,Thu hoạch,35,Bệnh thối quả,Ruồi đục quả,Đất phù sa,Ấm áp,Xuân Hè,Phân Kali
Bầu sao,FruitVegetable,Nảy mầm,6,Bệnh sương mai,Bọ trĩ,Đất phù sa,Ấm áp,Xuân Hè,Phân Hữu cơ
Bầu sao,FruitVegetable,Thu hoạch,35,Bệnh thối quả,Ruồi đục quả,Đất phù sa,Ấm áp,Xuân Hè,Phân Kali
Bầu dài,FruitVegetable,Nảy mầm,6,Bệnh sương mai,Bọ trĩ,Đất phù sa,Ấm áp,Xuân Hè,Phân Hữu cơ
Bầu dài,FruitVegetable,Thu hoạch,35,Bệnh thối quả,Ruồi đục quả,Đất phù sa,Ấm áp,Xuân Hè,Phân Kali
Bí đao chanh,FruitVegetable,Nảy mầm,7,Bệnh sương mai,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Bí đao chanh,FruitVegetable,Thu hoạch,40,Bệnh thối quả,Ruồi đục quả,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Bí đao thơm,FruitVegetable,Nảy mầm,7,Bệnh sương mai,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Bí đao thơm,FruitVegetable,Thu hoạch,40,Bệnh thối quả,Ruồi đục quả,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Bí đỏ hồ lô,FruitVegetable,Nảy mầm,7,Bệnh phấn trắng,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Hè Thu,Phân Hữu cơ
Bí đỏ hồ lô,FruitVegetable,Bò giàn,25,Bệnh phấn trắng,Sâu ăn lá,Đất thịt nhẹ,Ấm áp,Hè Thu,Phân NPK
Bí đỏ hồ lô,FruitVegetable,Thu hoạch,40,Bệnh thối quả,Ruồi đục quả,Đất thịt nhẹ,Ấm áp,Hè Thu,Phân Kali
Bí đỏ bánh xe,FruitVegetable,Nảy mầm,7,Bệnh phấn trắng,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Hè Thu,Phân Hữu cơ
Bí đỏ bánh xe,FruitVegetable,Thu hoạch,45,Bệnh thối quả,Ruồi đục quả,Đất thịt nhẹ,Ấm áp,Hè Thu,Phân Kali
Mướp đắng trái dài,FruitVegetable,Nảy mầm,6,Bệnh sương mai,Bọ trĩ,Đất phù sa,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Mướp đắng trái dài,FruitVegetable,Thu hoạch,25,Bệnh thán thư,Ruồi đục quả,Đất phù sa,Nóng ẩm,Xuân Hè,Phân Kali
Mướp tây,FruitVegetable,Nảy mầm,6,Bệnh sương mai,Bọ trĩ,Đất phù sa,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Mướp tây,FruitVegetable,Thu hoạch,30,Bệnh thán thư,Ruồi đục quả,Đất phù sa,Nóng ẩm,Xuân Hè,Phân Kali
Mướp đắn,FruitVegetable,Nảy mầm,6,Bệnh sương mai,Bọ trĩ,Đất phù sa,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Mướp đắn,FruitVegetable,Thu hoạch,30,Bệnh thán thư,Ruồi đục quả,Đất phù sa,Nóng ẩm,Xuân Hè,Phân Kali
Dưa leo gai,FruitVegetable,Nảy mầm,5,Bệnh phấn trắng,Bọ trĩ,Đất cát pha,Ấm áp,Xuân Hè,Phân Hữu cơ
Dưa leo gai,FruitVegetable,Thu hoạch,20,Bệnh phấn trắng,Sâu ăn lá,Đất cát pha,Ấm áp,Xuân Hè,Phân Kali
Dưa leo chùm,FruitVegetable,Nảy mầm,5,Bệnh phấn trắng,Bọ trĩ,Đất cát pha,Ấm áp,Xuân Hè,Phân Hữu cơ
Dưa leo chùm,FruitVegetable,Thu hoạch,20,Bệnh sương mai,Bọ trĩ,Đất cát pha,Ấm áp,Xuân Hè,Phân Kali
Dưa chuột mèo,FruitVegetable,Nảy mầm,6,Bệnh phấn trắng,Bọ trĩ,Đất đồi núi,Mát mẻ,Xuân Hè,Phân Hữu cơ
Dưa chuột mèo,FruitVegetable,Thu hoạch,30,Bệnh sương mai,Sâu ăn lá,Đất đồi núi,Mát mẻ,Xuân Hè,Phân Kali
Dưa gang tây,FruitVegetable,Nảy mầm,6,Bệnh phấn trắng,Bọ trĩ,Đất phù sa,Nóng ẩm,Hè Thu,Phân Hữu cơ
Dưa gang tây,FruitVegetable,Thu hoạch,35,Bệnh thối quả,Ruồi đục quả,Đất phù sa,Nóng ẩm,Hè Thu,Phân Kali
Dưa gang tròn,FruitVegetable,Nảy mầm,6,Bệnh phấn trắng,Bọ trĩ,Đất phù sa,Nóng ẩm,Hè Thu,Phân Hữu cơ
Dưa gang tròn,FruitVegetable,Thu hoạch,30,Bệnh thối quả,Ruồi đục quả,Đất phù sa,Nóng ẩm,Hè Thu,Phân Kali
Dưa hấu hắc mỹ nhân,FruitVegetable,Nảy mầm,5,Bệnh héo xanh,Bọ trĩ,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Dưa hấu hắc mỹ nhân,FruitVegetable,Thu hoạch,20,Bệnh thối quả,Ruồi đục quả,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Kali
Dưa hấu không hạt,FruitVegetable,Nảy mầm,5,Bệnh héo xanh,Bọ trĩ,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Dưa hấu không hạt,FruitVegetable,Thu hoạch,25,Bệnh thối quả,Ruồi đục quả,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Kali
Dưa hấu ruột vàng,FruitVegetable,Nảy mầm,5,Bệnh héo xanh,Bọ trĩ,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Dưa hấu ruột vàng,FruitVegetable,Thu hoạch,20,Bệnh thối quả,Ruồi đục quả,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Kali
Khoai tây ruột vàng,RootVegetable,Nảy mầm,12,Bệnh mốc sương,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Khoai tây ruột vàng,RootVegetable,Phát triển củ,30,Bệnh héo xanh,Bọ trĩ,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Kali
Khoai tây ruột vàng,RootVegetable,Thu hoạch,10,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Kali
Khoai tây ruột trắng,RootVegetable,Nảy mầm,12,Bệnh mốc sương,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Khoai tây ruột trắng,RootVegetable,Thu hoạch,10,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Kali
Khoai tây tím,RootVegetable,Nảy mầm,12,Bệnh mốc sương,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Khoai tây tím,RootVegetable,Thu hoạch,10,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Kali
Khoai lang tím,RootVegetable,Nảy mầm,10,Bệnh héo rũ,Bọ hà,Đất cát pha,Ấm áp,Hè Thu,Phân Hữu cơ
Khoai lang tím,RootVegetable,Phát triển củ,50,Bệnh thối củ,Bọ hà,Đất cát pha,Ấm áp,Hè Thu,Phân Kali
Khoai lang tím,RootVegetable,Thu hoạch,20,Bệnh thối củ,Bọ hà,Đất cát pha,Ấm áp,Hè Thu,Phân Kali
Khoai lang nhật,RootVegetable,Nảy mầm,10,Bệnh héo rũ,Bọ hà,Đất cát pha,Ấm áp,Hè Thu,Phân Hữu cơ
Khoai lang nhật,RootVegetable,Thu hoạch,20,Bệnh thối củ,Bọ hà,Đất cát pha,Ấm áp,Hè Thu,Phân Kali
Khoai lang mật,RootVegetable,Nảy mầm,10,Bệnh héo rũ,Bọ hà,Đất cát pha,Ấm áp,Hè Thu,Phân Hữu cơ
Khoai lang mật,RootVegetable,Thu hoạch,20,Bệnh thối củ,Bọ hà,Đất cát pha,Ấm áp,Hè Thu,Phân Kali
Khoai sọ sáp,RootVegetable,Nảy mầm,15,Bệnh sương mai,Rệp muội,Đất phù sa,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Khoai sọ sáp,RootVegetable,Thu hoạch,25,Bệnh thối củ,Tuyến trùng,Đất phù sa,Nóng ẩm,Xuân Hè,Phân Kali
Khoai môn cao,RootVegetable,Nảy mầm,15,Bệnh sương mai,Nhện đỏ,Đất trũng,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Khoai môn cao,RootVegetable,Thu hoạch,30,Bệnh thối củ,Tuyến trùng,Đất trũng,Nóng ẩm,Xuân Hè,Phân Kali
Khoai mỡ tím,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Khoai mỡ tím,RootVegetable,Thu hoạch,30,Bệnh thối củ,Tuyến trùng,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Khoai mỡ trắng,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Khoai mỡ trắng,RootVegetable,Thu hoạch,30,Bệnh thối củ,Tuyến trùng,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Củ cải đỏ tí hon,RootVegetable,Nảy mầm,4,Bệnh thối rễ,Bọ nhảy,Đất cát pha,Mát mẻ,Đông Xuân,Phân Hữu cơ
Củ cải đỏ tí hon,RootVegetable,Thu hoạch,10,Bệnh thối củ,Bọ nhảy,Đất cát pha,Mát mẻ,Đông Xuân,Phân Kali
Củ cải đường,RootVegetable,Nảy mầm,7,Bệnh đốm lá,Tuyến trùng,Đất cát pha,Mát mẻ,Đông Xuân,Phân Hữu cơ
Củ cải đường,RootVegetable,Thu hoạch,20,Bệnh thối củ,Tuyến trùng,Đất cát pha,Mát mẻ,Đông Xuân,Phân Kali
Củ sắn dây,RootVegetable,Nảy mầm,20,Bệnh khảm lá,Rệp sáp,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Hữu cơ
